"","sample_id","full_sample_code","mountain_code","lake_code","lake_name","core","drive","top_cm","bottom_cm","mid_cm","rep_or_note","mean_range_BiSi","mean_range_C-H","max_range_BiSi","max_range_C-H","mean_BiSi","mean_C-H","total_210Pb_pCi_g","error_of_total_Pb_sd","cum_dry_mass_g_cm2","unsup_210Pb_pCi_g","error_of_unsup_Pb_sd","age_base_of_interval_yr","error_of_age_sd","date_base_AD","date_mid_AD","DMAR_g_cm2_yr","error_DMAR_sd","partial_rho_g_cm3","lead210_measured","d15N_raw","d13C","d34S","N_perc","C_perc","S_perc","CN_ratio","d15N_LinCorr","d15N","isotope_run","isotope_year_run","isotope_notes","mountain_lake_code","block","crucible","crucible_or_whirkpak_wt_g","wet_wt_with_crucible_or_whirkpak_g","dry_wt_with_crucible_or_whirkpak_g","post_550C_wt_with_crucible_g","volume_cm3","wet_wt_g","dry_wt_g","post_550C_wt_g","water_propor","organics_propor","water_perc","organics_perc","dried_100C_or_freezedried","LOI_notes","range_lake_core_drive_code","mountain_range","state","region","fish","fish_sp_current","current_fish_sp","first_stocked_yr","last_stocked_yr","first_stocked_yr_CUT","first_stocked_yr_BKT","first_stocked_yr_RBT","first_stocked_yr_GT","first_stocked_yr_STE","potential_stocking_prior_fist_documented_stocking_event","Double.checked","stocking.history","fish_disappear_or_eradicated","lat","lon","elevation_ft","elevation_m","area_m_sq_fromlindseyandMORAandNOCA","lake_perimeter_m_google","lake_area_m_google","core_depth_cm","pH","cond_uS","tds_ppm","do_mgL","temp_degF","temp_degC","lake_depth_ft","lake_depth_m","date_water_measurements","date_cored","year_cored","GPS_point","lake_data_notes","dry_perc","wet_density_g_cm3","all_rho_g_cm3","max_bottom_cm_210Pb_dated","min_bottom_cm_210Pb_dated","date_type","interpolated_date_mid_AD","interpolated_error_of_age_sd","interpolated_date_base_AD","interpolated_date_top_AD","mean_DMAR_g_cm2_yr_bottom3","mean_error_DMAR_sd_bottom3","mean_DMAR_g_cm2_yr_bottom3_max","mean_DMAR_g_cm2_yr_bottom3_min","bottom_interpolated_error","bottom_measured_date_mid_AD","thickness","accumulation_rate_cm_yr","years_per_thickness","accumulation_rate_max_cm_yr","accumulation_rate_min_cm_yr","years_per_thickness_max","years_per_thickness_min","cumulative_years","extrapolated_date_mid_AD","cumulative_years_max","extrapolated_date_mid_AD_max","cumulative_years_min","extrapolated_date_mid_AD_min","date_mid_AD_combo","date_mid_AD_min_combo","date_mid_AD_max_combo","fish_present_sample","fish_present_binary","prism_date_base_AD","prism_date_top_AD","mean_air_temp_degC_interval","mean_air_temp_1951_1980_degC","temp_anomaly_mid_cent_degC","temp_anomaly_mid_cent_degC_start","mean_air_temp_degC_anomaly_combined","mean_air_temp_degC_anomaly_extended","d15N_CNS_adj","mean_d15N_1800_1850","d15N_anomaly_mean_1800_1850","d15N_CNS_adj_start","d15N_CNS_adj_diff_from_start","d15N_start","d15N_diff_from_start","state_short","lake_name_state"
"93","CANY20_4","WIND20_CANY20_1A_1G_4","WIND20","CANY20","Canyon","1A","1G",3.5,4,3.75,"",5.26866666666667,0.100666666666667,8.98700000000001,0.207,91.927,1.601,34.2784,1.0759,1.2628,28.3109,1.0898,79.58,1.04,1941,1946.85,0.0105,0.00043,NA,"y",2.7635272,-23.0466963,NA,0.657467623,5.239306664,NA,7.968919651,2.716275431,2.716275431,"CN","2022","LinCorr calculated and used in the d15N column","WIND20_CANY20_1A_1G",5,27,5.8781,6.41129,5.99306,5.97913,0.49,0.53319,0.11496,0.10103,0.7844,0.1212,78.4392,12.1173,"100C","","WIND20_CANY20_1A_1G","Wind River","Wyoming","Rocky Mountain",0,NA,"",NA,"","","","","","",NA,"y","",NA,42.634495,-109.002866,11069.6,3374,88621,1307,87828,22,6.72,12.9,NA,9.28,40.1,4.5,44,13.41,"17-Jul-19","5-Aug-20",2020,NA,"area, elevation, temp, ph conductivity, DO, fish species all from lindsey in 2019, location approximate - GPS died",21.5608,1.08814285714286,0.2466,8,0.5,"measured",1945.83,1.041,1939.66,1951.71,0.00813333333333333,0.00326666666666667,0.0114,0.00486666666666667,18.405,1838.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1946.85,1945.81,1947.89,"fishless",0,1941,1952.7,-2.63333333333333,-2.21333333333333,-0.42,-0.740512820512821,-0.42,NA,2.716275431,4.79695944836364,-2.08068401736364,4.766075078,-2.049799647,4.766075078,-2.049799647,"WY","Canyon - WY"
"94","CANY20_4.5","WIND20_CANY20_1A_1G_4.5","WIND20","CANY20","Canyon","1A","1G",4,4.5,4.25,"",NA,NA,NA,NA,NA,NA,26.2628,0.8242,1.4093,20.2953,0.8422,94.7,1.4,1925.9,1933.45,0.0097,0.00046,NA,"y",3.149953,-23.273765,1.1523392,0.67,5.378,0.095,8.026865672,NA,3.149953,"CNS","2022","LinCorr not different from raw d15N, used in the raw d15N in the d15N column","WIND20_CANY20_1A_1G",5,28,5.24341,5.78944,5.38,5.36592,0.49,0.54603,0.13659,0.12251,0.7498,0.1031,74.9849,10.3082,"100C","","WIND20_CANY20_1A_1G","Wind River","Wyoming","Rocky Mountain",0,NA,"",NA,"","","","","","",NA,"y","",NA,42.634495,-109.002866,11069.6,3374,88621,1307,87828,22,6.72,12.9,NA,9.28,40.1,4.5,44,13.41,"17-Jul-19","5-Aug-20",2020,NA,"area, elevation, temp, ph conductivity, DO, fish species all from lindsey in 2019, location approximate - GPS died",25.0151,1.11434693877551,0.2929,8,0.5,"measured",1933.12,1.298,1926.79,1939.66,0.00813333333333333,0.00326666666666667,0.0114,0.00486666666666667,18.405,1838.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933.45,1932.05,1934.85,"fishless",0,1925.9,1941,-2.37647058823529,-2.21333333333333,-0.163137254901961,-0.740512820512821,-0.163137254901961,NA,3.13158983609091,4.79695944836364,-1.66536961227273,4.766075078,-1.63448524190909,4.766075078,-1.616122078,"WY","Canyon - WY"
"95","CANY20_5","WIND20_CANY20_1A_1G_5","WIND20","CANY20","Canyon","1A","1G",4.5,5,4.75,"",5.26866666666667,0.100666666666667,8.98700000000001,0.207,88.896,1.641,19.0367,0.6011,1.5374,13.0692,0.6256,107.97,1.93,1912.6,1919.25,0.0097,6e-04,NA,"y",3.413374,-22.8973536,NA,0.652779991,5.292079119,NA,8.106987338,3.377302801,3.377302801,"CN","2022","LinCorr calculated and used in the d15N column","WIND20_CANY20_1A_1G",5,29,5.8943,6.41673,6.01072,5.99707,0.49,0.52243,0.11642,0.10277,0.7772,0.1172,77.7157,11.7248,"100C","","WIND20_CANY20_1A_1G","Wind River","Wyoming","Rocky Mountain",0,NA,"",NA,"","","","","","",NA,"y","",NA,42.634495,-109.002866,11069.6,3374,88621,1307,87828,22,6.72,12.9,NA,9.28,40.1,4.5,44,13.41,"17-Jul-19","5-Aug-20",2020,NA,"area, elevation, temp, ph conductivity, DO, fish species all from lindsey in 2019, location approximate - GPS died",22.2843,1.06618367346939,0.2561,8,0.5,"measured",1920.17,1.78,1913.72,1926.79,0.00813333333333333,0.00326666666666667,0.0114,0.00486666666666667,18.405,1838.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1919.25,1917.32,1921.18,"fishless",0,1912.6,1925.9,-3.11428571428571,-2.21333333333333,-0.900952380952381,-0.740512820512821,-0.900952380952381,NA,3.377302801,4.79695944836364,-1.41965664736364,4.766075078,-1.388772277,4.766075078,-1.388772277,"WY","Canyon - WY"
"96","CANY20_5.5","WIND20_CANY20_1A_1G_5.5","WIND20","CANY20","Canyon","1A","1G",5,5.5,5.25,"",NA,NA,NA,NA,NA,NA,14.2004,0.4372,1.6661,8.2329,0.4703,120.54,2.69,1900.1,1906.35,0.0102,0.00085,NA,"y",3.876226,-22.99136,2.70656,0.649,5.313,0.091,8.186440678,NA,3.876226,"CNS","2022","LinCorr not different from raw d15N, used in the raw d15N in the d15N column","WIND20_CANY20_1A_1G",5,30,5.29676,5.83393,5.41695,5.40321,0.49,0.53717,0.12019,0.10645,0.7763,0.1143,77.6253,11.4319,"100C","","WIND20_CANY20_1A_1G","Wind River","Wyoming","Rocky Mountain",0,NA,"",NA,"","","","","","",NA,"y","",NA,42.634495,-109.002866,11069.6,3374,88621,1307,87828,22,6.72,12.9,NA,9.28,40.1,4.5,44,13.41,"17-Jul-19","5-Aug-20",2020,NA,"area, elevation, temp, ph conductivity, DO, fish species all from lindsey in 2019, location approximate - GPS died",22.3747,1.09626530612245,0.2573,8,0.5,"measured",1907.58,2.437,1901.14,1913.72,0.00813333333333333,0.00326666666666667,0.0114,0.00486666666666667,18.405,1838.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1906.35,1903.66,1909.04,"fishless",0,1900.1,1912.6,-2.95384615384615,-2.21333333333333,-0.740512820512821,-0.740512820512821,-0.740512820512821,NA,3.85786283609091,4.79695944836364,-0.939096612272727,4.766075078,-0.908212241909091,4.766075078,-0.889849078,"WY","Canyon - WY"
"97","CANY20_6","WIND20_CANY20_1A_1G_6","WIND20","CANY20","Canyon","1A","1G",5.5,6,5.75,"",5.26866666666667,0.100666666666667,8.98700000000001,0.207,86.944,1.91266666666667,11.144,0.3953,1.7908,5.1765,0.4316,131.63,3.62,1889,1894.55,0.0112,0.00132,NA,"y",4.0451416,-22.5255003,NA,0.623711079,5.03925775,NA,8.07947449,4.016385957,4.016385957,"CN","2022","LinCorr calculated and used in the d15N column","WIND20_CANY20_1A_1G",5,31,5.88533,6.4346,6.0049,5.99107,0.49,0.54927,0.11957,0.10574,0.7823,0.1157,78.2311,11.5664,"100C","","WIND20_CANY20_1A_1G","Wind River","Wyoming","Rocky Mountain",0,NA,"",NA,"","","","","","",NA,"y","",NA,42.634495,-109.002866,11069.6,3374,88621,1307,87828,22,6.72,12.9,NA,9.28,40.1,4.5,44,13.41,"17-Jul-19","5-Aug-20",2020,NA,"area, elevation, temp, ph conductivity, DO, fish species all from lindsey in 2019, location approximate - GPS died",21.7689,1.12095918367347,0.2494,8,0.5,"measured",1894.77,3.718,1888.31,1901.14,0.00813333333333333,0.00326666666666667,0.0114,0.00486666666666667,18.405,1838.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894.55,1890.93,1898.17,"fishless",0,NA,NA,NA,-2.21333333333333,NA,-0.740512820512821,-0.740512820512821,-0.740512820512821,4.016385957,4.79695944836364,-0.780573491363636,4.766075078,-0.749689121,4.766075078,-0.749689121,"WY","Canyon - WY"
"98","CANY20_6.5","WIND20_CANY20_1A_1G_6.5","WIND20","CANY20","Canyon","1A","1G",6,6.5,6.25,"",NA,NA,NA,NA,NA,NA,10.047,0.1772,1.9134,4.0795,0.2478,144,5.23,1876.6,1882.8,0.0099,0.00143,NA,"y",4.334767,-22.614485,3.2896832,0.73,5.839,0.097,7.998630137,NA,4.334767,"CNS","2022","LinCorr not different from raw d15N, used in the raw d15N in the d15N column","WIND20_CANY20_1A_1G",5,32,5.49341,6.0073,5.60365,5.59082,0.49,0.51389,0.11024,0.09741,0.7855,0.1164,78.5479,11.6382,"100C","","WIND20_CANY20_1A_1G","Wind River","Wyoming","Rocky Mountain",0,NA,"",NA,"","","","","","",NA,"y","",NA,42.634495,-109.002866,11069.6,3374,88621,1307,87828,22,6.72,12.9,NA,9.28,40.1,4.5,44,13.41,"17-Jul-19","5-Aug-20",2020,NA,"area, elevation, temp, ph conductivity, DO, fish species all from lindsey in 2019, location approximate - GPS died",21.4521,1.04875510204082,0.2452,8,0.5,"measured",1881.57,6.096,1874.95,1888.31,0.00813333333333333,0.00326666666666667,0.0114,0.00486666666666667,18.405,1838.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1882.8,1877.57,1888.03,"fishless",0,NA,NA,NA,-2.21333333333333,NA,-0.740512820512821,-0.740512820512821,-0.740512820512821,4.31640383609091,4.79695944836364,-0.480555612272727,4.766075078,-0.44967124190909,4.766075078,-0.431308078,"WY","Canyon - WY"
"99","CANY20_7","WIND20_CANY20_1A_1G_7","WIND20","CANY20","Canyon","1A","1G",6.5,7,6.75,"",5.26866666666667,0.100666666666667,8.98700000000001,0.207,87.037,2.125,9.5192,0.3441,2.0132,3.5517,0.3852,156.99,7.63,1863.6,1870.1,0.0077,0.00165,NA,"y",4.4800468,-22.1285895,NA,0.725710111,5.836695572,NA,8.042737015,4.400403793,4.400403793,"CN","2022","LinCorr calculated and used in the d15N column","WIND20_CANY20_1A_1G",31,1,5.52546,6.0387,5.61716,5.60447,0.49,0.51324,0.0917,0.07901,0.8213,0.1384,82.1331,13.8386,"100C","","WIND20_CANY20_1A_1G","Wind River","Wyoming","Rocky Mountain",0,NA,"",NA,"","","","","","",NA,"y","",NA,42.634495,-109.002866,11069.6,3374,88621,1307,87828,22,6.72,12.9,NA,9.28,40.1,4.5,44,13.41,"17-Jul-19","5-Aug-20",2020,NA,"area, elevation, temp, ph conductivity, DO, fish species all from lindsey in 2019, location approximate - GPS died",17.8669,1.04742857142857,0.1995,8,0.5,"measured",1868.05,9.286,1861.24,1874.95,0.00813333333333333,0.00326666666666667,0.0114,0.00486666666666667,18.405,1838.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870.1,1862.47,1877.73,"fishless",0,NA,NA,NA,-2.21333333333333,NA,-0.740512820512821,-0.740512820512821,-0.740512820512821,4.400403793,4.79695944836364,-0.396555655363636,4.766075078,-0.365671285,4.766075078,-0.365671285,"WY","Canyon - WY"
"100","CANY20_7.5","WIND20_CANY20_1A_1G_7.5","WIND20","CANY20","Canyon","1A","1G",7,7.5,7.25,"",NA,NA,NA,NA,NA,NA,8.9531,0.154,2.119,2.9856,0.2318,175.87,13.59,1844.7,1854.15,0.0056,0.00182,NA,"y",4.723378,-22.34414,3.310592,0.788,6.391,0.104,8.110406091,NA,4.723378,"CNS","2022","LinCorr not different from raw d15N, used in the raw d15N in the d15N column","WIND20_CANY20_1A_1G",31,2,5.47042,5.97137,5.56477,5.5526,0.49,0.50095,0.09435,0.08218,0.8117,0.129,81.1658,12.8988,"100C","","WIND20_CANY20_1A_1G","Wind River","Wyoming","Rocky Mountain",0,NA,"",NA,"","","","","","",NA,"y","",NA,42.634495,-109.002866,11069.6,3374,88621,1307,87828,22,6.72,12.9,NA,9.28,40.1,4.5,44,13.41,"17-Jul-19","5-Aug-20",2020,NA,"area, elevation, temp, ph conductivity, DO, fish species all from lindsey in 2019, location approximate - GPS died",18.8342,1.02234693877551,0.2116,8,0.5,"measured",1854.12,13.407,1847.08,1861.24,0.00813333333333333,0.00326666666666667,0.0114,0.00486666666666667,18.405,1838.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1854.15,1840.56,1867.74,"fishless",0,NA,NA,NA,-2.21333333333333,NA,-0.740512820512821,-0.740512820512821,-0.740512820512821,4.70501483609091,4.79695944836364,-0.0919446122727265,4.766075078,-0.0610602419090904,4.766075078,-0.0426970779999998,"WY","Canyon - WY"
"101","CANY20_8","WIND20_CANY20_1A_1G_8","WIND20","CANY20","Canyon","1A","1G",7.5,8,7.75,"",5.26866666666667,0.100666666666667,8.98700000000001,0.207,84.499,2.138,6.8925,0.258,2.2527,0.925,0.3107,187.94,19.17,1832.7,1838.7,0.0111,0.00633,NA,"y",4.854688,-21.8559639,NA,0.758934475,6.076452146,NA,8.00655702,4.64830155,4.64830155,"CN","2022","LinCorr calculated and used in the d15N column","WIND20_CANY20_1A_1G",31,3,4.77419,5.29575,4.89485,4.88244,0.49,0.52156,0.12066,0.10825,0.7687,0.1029,76.8656,10.2851,"100C","","WIND20_CANY20_1A_1G","Wind River","Wyoming","Rocky Mountain",0,NA,"",NA,"","","","","","",NA,"y","",NA,42.634495,-109.002866,11069.6,3374,88621,1307,87828,22,6.72,12.9,NA,9.28,40.1,4.5,44,13.41,"17-Jul-19","5-Aug-20",2020,NA,"area, elevation, temp, ph conductivity, DO, fish species all from lindsey in 2019, location approximate - GPS died",23.1344,1.06440816326531,0.2674,8,0.5,"measured",1839.81,18.405,1832.49,1847.08,0.00813333333333333,0.00326666666666667,0.0114,0.00486666666666667,18.405,1838.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1838.7,1819.53,1857.87,"fishless",0,NA,NA,NA,-2.21333333333333,NA,-0.740512820512821,-0.740512820512821,-0.740512820512821,4.64830155,4.79695944836364,-0.148657898363636,4.766075078,-0.117773528,4.766075078,-0.117773528,"WY","Canyon - WY"
"102","CANY20_8.5","WIND20_CANY20_1A_1G_8.5","WIND20","CANY20","Canyon","1A","1G",8,8.5,8.25,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",4.940161,-22.049675,4.0040672,0.699,5.659,0.095,8.095851216,NA,4.940161,"CNS","2022","LinCorr not different from raw d15N, used in the raw d15N in the d15N column","WIND20_CANY20_1A_1G",31,4,5.524,6.03082,5.62184,5.60943,0.49,0.50682,0.09784,0.08543,0.807,0.1268,80.6953,12.684,"100C","","WIND20_CANY20_1A_1G","Wind River","Wyoming","Rocky Mountain",0,NA,"",NA,"","","","","","",NA,"y","",NA,42.634495,-109.002866,11069.6,3374,88621,1307,87828,22,6.72,12.9,NA,9.28,40.1,4.5,44,13.41,"17-Jul-19","5-Aug-20",2020,NA,"area, elevation, temp, ph conductivity, DO, fish species all from lindsey in 2019, location approximate - GPS died",19.3047,1.03432653061225,0.2175,8,0.5,"extrapolated",NA,NA,NA,NA,0.00813333333333333,0.00326666666666667,0.0114,0.00486666666666667,18.405,1838.7,0.5,0.0373946360153257,13.3709016393443,0.0524137931034483,0.0223754789272031,9.53947368421053,22.3458904109589,13.3709016393443,1825.33,9.53947368421053,1829.16,22.3458904109589,1816.35,1825.33,1797.945,1847.565,"fishless",0,NA,NA,NA,-2.21333333333333,NA,-0.740512820512821,-0.740512820512821,-0.740512820512821,4.92179783609091,4.79695944836364,0.124838387727273,4.766075078,0.155722758090909,4.766075078,0.174085922,"WY","Canyon - WY"
"103","CANY20_9","WIND20_CANY20_1A_1G_9","WIND20","CANY20","Canyon","1A","1G",8.5,9,8.75,"",NA,NA,NA,NA,NA,NA,6.7597,0.2378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"y",5.0073568,-21.802842,NA,0.712308737,5.696224446,NA,7.996847649,4.820778959,4.820778959,"CN","2022","LinCorr calculated and used in the d15N column","WIND20_CANY20_1A_1G",31,5,5.29642,5.81842,5.41638,5.40391,0.49,0.522,0.11996,0.10749,0.7702,0.104,77.0192,10.3951,"100C","","WIND20_CANY20_1A_1G","Wind River","Wyoming","Rocky Mountain",0,NA,"",NA,"","","","","","",NA,"y","",NA,42.634495,-109.002866,11069.6,3374,88621,1307,87828,22,6.72,12.9,NA,9.28,40.1,4.5,44,13.41,"17-Jul-19","5-Aug-20",2020,NA,"area, elevation, temp, ph conductivity, DO, fish species all from lindsey in 2019, location approximate - GPS died",22.9808,1.06530612244898,0.2654,8,0.5,"extrapolated",NA,NA,NA,NA,0.00813333333333333,0.00326666666666667,0.0114,0.00486666666666667,18.405,1838.7,0.5,0.0306455664405928,16.3155737704918,0.0429540316503391,0.0183371012308465,11.640350877193,27.2671232876712,29.6864754098361,1809.01,21.1798245614035,1817.52,49.6130136986301,1789.09,1809.01,1770.685,1835.925,"fishless",0,NA,NA,NA,-2.21333333333333,NA,-0.740512820512821,-0.740512820512821,-0.740512820512821,4.820778959,4.79695944836364,0.0238195106363639,4.766075078,0.054703881,4.766075078,0.054703881,"WY","Canyon - WY"
"104","CANY20_9.5","WIND20_CANY20_1A_1G_9.5","WIND20","CANY20","Canyon","1A","1G",9,9.5,9.25,"",NA,NA,NA,NA,NA,NA,6.5186,0.1076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"y",4.683418,-22.089875,3.7485152,0.763,6.159,0.103,8.072083879,NA,4.683418,"CNS","2022","LinCorr not different from raw d15N, used in the raw d15N in the d15N column","WIND20_CANY20_1A_1G",31,6,5.56297,6.07225,5.66186,5.64931,0.49,0.50928,0.09889,0.08634,0.8058,0.1269,80.5824,12.6909,"100C","","WIND20_CANY20_1A_1G","Wind River","Wyoming","Rocky Mountain",0,NA,"",NA,"","","","","","",NA,"y","",NA,42.634495,-109.002866,11069.6,3374,88621,1307,87828,22,6.72,12.9,NA,9.28,40.1,4.5,44,13.41,"17-Jul-19","5-Aug-20",2020,NA,"area, elevation, temp, ph conductivity, DO, fish species all from lindsey in 2019, location approximate - GPS died",19.4176,1.03934693877551,0.219,8,0.5,"extrapolated",NA,NA,NA,NA,0.00813333333333333,0.00326666666666667,0.0114,0.00486666666666667,18.405,1838.7,0.5,0.0371385083713851,13.4631147540984,0.0520547945205479,0.0222222222222222,9.60526315789474,22.5,43.1495901639344,1795.55,30.7850877192983,1807.91,72.1130136986301,1766.59,1795.55,1748.185,1826.315,"fishless",0,NA,NA,NA,-2.21333333333333,NA,-0.740512820512821,-0.740512820512821,-0.740512820512821,4.66505483609091,4.79695944836364,-0.131904612272727,4.766075078,-0.101020241909091,4.766075078,-0.0826570780000004,"WY","Canyon - WY"
"105","CANY20_10","WIND20_CANY20_1A_1G_10","WIND20","CANY20","Canyon","1A","1G",9.5,10,9.75,"",5.26866666666667,0.100666666666667,8.98700000000001,0.207,87.8956666666667,2.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",4.7180896,-21.9301341,NA,0.73021209,5.893669842,NA,8.071175382,4.634089602,4.634089602,"CN","2022","LinCorr calculated and used in the d15N column","WIND20_CANY20_1A_1G",31,7,5.61225,6.13267,5.71682,5.70351,0.49,0.52042,0.10457,0.09126,0.7991,0.1273,79.9066,12.7283,"100C","","WIND20_CANY20_1A_1G","Wind River","Wyoming","Rocky Mountain",0,NA,"",NA,"","","","","","",NA,"y","",NA,42.634495,-109.002866,11069.6,3374,88621,1307,87828,22,6.72,12.9,NA,9.28,40.1,4.5,44,13.41,"17-Jul-19","5-Aug-20",2020,NA,"area, elevation, temp, ph conductivity, DO, fish species all from lindsey in 2019, location approximate - GPS died",20.0934,1.06208163265306,0.2276,8,0.5,"extrapolated",NA,NA,NA,NA,0.00813333333333333,0.00326666666666667,0.0114,0.00486666666666667,18.405,1838.7,0.5,0.0357352079671939,13.9918032786885,0.0500878734622144,0.0213825424721734,9.98245614035088,23.3835616438356,57.141393442623,1781.56,40.7675438596491,1797.93,95.4965753424657,1743.2,1781.56,1724.795,1816.335,"fishless",0,NA,NA,NA,-2.21333333333333,NA,-0.740512820512821,-0.740512820512821,-0.740512820512821,4.634089602,4.79695944836364,-0.162869846363636,4.766075078,-0.131985476,4.766075078,-0.131985476,"WY","Canyon - WY"
"106","CANY20_10.5","WIND20_CANY20_1A_1G_10.5","WIND20","CANY20","Canyon","1A","1G",10,10.5,10.25,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",4.585516,-22.05269,3.8948768,0.777,6.268,0.101,8.066924067,NA,4.585516,"CNS","2022","LinCorr not different from raw d15N, used in the raw d15N in the d15N column","WIND20_CANY20_1A_1G",31,8,5.54121,6.07945,5.65803,5.64446,0.49,0.53824,0.11682,0.10325,0.783,0.1162,78.2959,11.6162,"100C","","WIND20_CANY20_1A_1G","Wind River","Wyoming","Rocky Mountain",0,NA,"",NA,"","","","","","",NA,"y","",NA,42.634495,-109.002866,11069.6,3374,88621,1307,87828,22,6.72,12.9,NA,9.28,40.1,4.5,44,13.41,"17-Jul-19","5-Aug-20",2020,NA,"area, elevation, temp, ph conductivity, DO, fish species all from lindsey in 2019, location approximate - GPS died",21.7041,1.09844897959184,0.2485,8,0.5,"extrapolated",NA,NA,NA,NA,0.00813333333333333,0.00326666666666667,0.0114,0.00486666666666667,18.405,1838.7,0.5,0.032729711602951,15.2766393442623,0.0458752515090543,0.0195841716968478,10.8991228070175,25.5308219178082,72.4180327868852,1766.28,51.6666666666667,1787.03,121.027397260274,1717.67,1766.28,1699.265,1805.435,"fishless",0,NA,NA,NA,-2.21333333333333,NA,-0.740512820512821,-0.740512820512821,-0.740512820512821,4.56715283609091,4.79695944836364,-0.229806612272727,4.766075078,-0.198922241909091,4.766075078,-0.180559078,"WY","Canyon - WY"
"107","CANY20_11","WIND20_CANY20_1A_1G_11","WIND20","CANY20","Canyon","1A","1G",10.5,11,10.75,"",NA,NA,NA,NA,NA,NA,5.9763,0.2316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"y",4.779358,-21.6013797,NA,0.698941949,5.755334844,NA,8.23435316,4.704178098,4.704178098,"CN","2022","LinCorr calculated and used in the d15N column","WIND20_CANY20_1A_1G",31,9,5.33813,5.86944,5.44847,5.43469,0.49,0.53131,0.11034,0.09656,0.7923,0.1249,79.2325,12.4887,"100C","","WIND20_CANY20_1A_1G","Wind River","Wyoming","Rocky Mountain",0,NA,"",NA,"","","","","","",NA,"y","",NA,42.634495,-109.002866,11069.6,3374,88621,1307,87828,22,6.72,12.9,NA,9.28,40.1,4.5,44,13.41,"17-Jul-19","5-Aug-20",2020,NA,"area, elevation, temp, ph conductivity, DO, fish species all from lindsey in 2019, location approximate - GPS died",20.7675,1.08430612244898,0.2363,8,0.5,"extrapolated",NA,NA,NA,NA,0.00813333333333333,0.00326666666666667,0.0114,0.00486666666666667,18.405,1838.7,0.5,0.0344195232049654,14.5266393442623,0.0482437579348286,0.0205952884751023,10.3640350877193,24.277397260274,86.9446721311476,1751.76,62.030701754386,1776.67,145.304794520548,1693.4,1751.76,1674.995,1795.075,"fishless",0,NA,NA,NA,-2.21333333333333,NA,-0.740512820512821,-0.740512820512821,-0.740512820512821,4.704178098,4.79695944836364,-0.0927813503636363,4.766075078,-0.0618969800000002,4.766075078,-0.0618969800000002,"WY","Canyon - WY"
"108","CANY20_11.5","WIND20_CANY20_1A_1G_11.5","WIND20","CANY20","Canyon","1A","1G",11,11.5,11.25,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",4.733368,-21.96425,3.7183136,0.694,5.73,0.093,8.25648415,NA,4.733368,"CNS","2022","LinCorr not different from raw d15N, used in the raw d15N in the d15N column","WIND20_CANY20_1A_1G",31,10,5.504,6.03669,5.61958,5.60563,0.49,0.53269,0.11558,0.10163,0.783,0.1207,78.3026,12.0696,"100C","","WIND20_CANY20_1A_1G","Wind River","Wyoming","Rocky Mountain",0,NA,"",NA,"","","","","","",NA,"y","",NA,42.634495,-109.002866,11069.6,3374,88621,1307,87828,22,6.72,12.9,NA,9.28,40.1,4.5,44,13.41,"17-Jul-19","5-Aug-20",2020,NA,"area, elevation, temp, ph conductivity, DO, fish species all from lindsey in 2019, location approximate - GPS died",21.6974,1.08712244897959,0.2484,8,0.5,"extrapolated",NA,NA,NA,NA,0.00813333333333333,0.00326666666666667,0.0114,0.00486666666666667,18.405,1838.7,0.5,0.0327428878153516,15.2704918032787,0.0458937198067633,0.0195920558239399,10.8947368421053,25.5205479452055,102.215163934426,1736.48,72.9254385964912,1765.77,170.825342465753,1667.87,1736.48,1649.465,1784.175,"fishless",0,NA,NA,NA,-2.21333333333333,NA,-0.740512820512821,-0.740512820512821,-0.740512820512821,4.71500483609091,4.79695944836364,-0.0819546122727273,4.766075078,-0.0510702419090912,4.766075078,-0.0327070780000005,"WY","Canyon - WY"
