PRISM Time Series Data
Locations: 14
"Climate variables: ppt,tmean"
Spatial resolution: 4km
Period: 1895 - 2021
Dataset: AN91m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2024-Apr-08
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmean (degrees C)
Lost,-106.2693,41.3736,3258,1928,879.56,-0.7
Lost,-106.2693,41.3736,3258,1929,745.91,-1.4
Lost,-106.2693,41.3736,3258,1930,867.84,-0.7
Lost,-106.2693,41.3736,3258,1931,617.74,-0.4
Lost,-106.2693,41.3736,3258,1932,893.26,-1.6
Lost,-106.2693,41.3736,3258,1933,812.08,-0.3
Lost,-106.2693,41.3736,3258,1934,591.86,1.0
Lost,-106.2693,41.3736,3258,1935,901.08,-0.6
Lost,-106.2693,41.3736,3258,1936,1031.98,-0.5
Lost,-106.2693,41.3736,3258,1937,849.47,-1.4
Lost,-106.2693,41.3736,3258,1938,1160.79,-0.3
Lost,-106.2693,41.3736,3258,1939,805.67,0.1
Lost,-106.2693,41.3736,3258,1940,850.16,0.2
Lost,-106.2693,41.3736,3258,1941,981.62,-1.1
Lost,-106.2693,41.3736,3258,1942,1253.02,-1.6
Lost,-106.2693,41.3736,3258,1943,772.06,-0.5
Lost,-106.2693,41.3736,3258,1944,979.57,-1.3
Lost,-106.2693,41.3736,3258,1945,1052.89,-1.3
Lost,-106.2693,41.3736,3258,1946,803.90,-0.7
Lost,-106.2693,41.3736,3258,1947,1083.28,-1.3
Lost,-106.2693,41.3736,3258,1948,1182.65,-1.1
Lost,-106.2693,41.3736,3258,1949,956.29,-0.4
Lost,-106.2693,41.3736,3258,1950,1104.25,-0.7
Lost,-106.2693,41.3736,3258,1951,1250.12,-1.3
Lost,-106.2693,41.3736,3258,1952,976.05,-0.8
Lost,-106.2693,41.3736,3258,1953,1108.30,-0.4
Lost,-106.2693,41.3736,3258,1954,749.48,0.4
Lost,-106.2693,41.3736,3258,1955,944.49,-1.0
Lost,-106.2693,41.3736,3258,1956,1170.09,-0.9
Lost,-106.2693,41.3736,3258,1957,1556.53,-1.3
Lost,-106.2693,41.3736,3258,1958,1064.82,0.1
Lost,-106.2693,41.3736,3258,1959,948.91,-0.7
Lost,-106.2693,41.3736,3258,1960,1033.59,-0.8
Lost,-106.2693,41.3736,3258,1961,1071.22,-1.1
Lost,-106.2693,41.3736,3258,1962,1009.98,-0.3
Lost,-106.2693,41.3736,3258,1963,756.92,0.0
Lost,-106.2693,41.3736,3258,1964,913.28,-1.7
Lost,-106.2693,41.3736,3258,1965,1106.18,-1.2
Lost,-106.2693,41.3736,3258,1966,589.34,-0.6
Lost,-106.2693,41.3736,3258,1967,1409.88,-0.7
Lost,-106.2693,41.3736,3258,1968,1046.77,-0.9
Lost,-106.2693,41.3736,3258,1969,1160.14,-0.6
Lost,-106.2693,41.3736,3258,1970,1586.24,-1.3
Lost,-106.2693,41.3736,3258,1971,1557.15,-1.4
Lost,-106.2693,41.3736,3258,1972,954.82,-0.7
Lost,-106.2693,41.3736,3258,1973,968.39,-1.3
Lost,-106.2693,41.3736,3258,1974,1001.17,-0.7
Lost,-106.2693,41.3736,3258,1975,1143.28,-1.0
Lost,-106.2693,41.3736,3258,1976,777.71,-0.2
Lost,-106.2693,41.3736,3258,1977,1010.70,0.2
Lost,-106.2693,41.3736,3258,1978,1098.71,-0.4
Lost,-106.2693,41.3736,3258,1979,942.17,-0.7
Lost,-106.2693,41.3736,3258,1980,909.35,0.2
Lost,-106.2693,41.3736,3258,1981,1057.52,0.7
Lost,-106.2693,41.3736,3258,1982,1189.22,-1.1
Lost,-106.2693,41.3736,3258,1983,1438.90,-0.7
Lost,-106.2693,41.3736,3258,1984,1082.72,-0.9
Lost,-106.2693,41.3736,3258,1985,1081.82,-0.8
Lost,-106.2693,41.3736,3258,1986,1061.39,0.1
Lost,-106.2693,41.3736,3258,1987,781.00,-0.4
Lost,-106.2693,41.3736,3258,1988,996.80,-1.8
Lost,-106.2693,41.3736,3258,1989,839.70,-3.2
Lost,-106.2693,41.3736,3258,1990,950.08,-2.7
Lost,-106.2693,41.3736,3258,1991,918.31,-1.6
Lost,-106.2693,41.3736,3258,1992,897.41,-0.7
Lost,-106.2693,41.3736,3258,1993,1106.55,-2.1
Lost,-106.2693,41.3736,3258,1994,769.85,-0.5
Lost,-106.2693,41.3736,3258,1995,1371.20,-1.3
Lost,-106.2693,41.3736,3258,1996,1263.02,-1.4
Lost,-106.2693,41.3736,3258,1997,1095.08,-1.6
Lost,-106.2693,41.3736,3258,1998,1074.43,-1.0
Lost,-106.2693,41.3736,3258,1999,1050.49,-0.8
Lost,-106.2693,41.3736,3258,2000,952.63,-0.4
Lost,-106.2693,41.3736,3258,2001,772.31,-0.1
Lost,-106.2693,41.3736,3258,2002,735.86,-0.9
Lost,-106.2693,41.3736,3258,2003,1037.59,-0.2
Lost,-106.2693,41.3736,3258,2004,894.80,-0.5
Lost,-106.2693,41.3736,3258,2005,998.64,-0.2
Lost,-106.2693,41.3736,3258,2006,969.68,-0.3
Lost,-106.2693,41.3736,3258,2007,927.17,0.6
Lost,-106.2693,41.3736,3258,2008,992.71,-1.1
Lost,-106.2693,41.3736,3258,2009,1149.14,-0.7
Lost,-106.2693,41.3736,3258,2010,1213.85,-0.2
Lost,-106.2693,41.3736,3258,2011,1316.41,-0.7
Lost,-106.2693,41.3736,3258,2012,790.49,1.2
Lost,-106.2693,41.3736,3258,2013,1054.81,0.1
Lost,-106.2693,41.3736,3258,2014,1338.23,0.4
Lost,-106.2693,41.3736,3258,2015,953.26,1.4
Lost,-106.2693,41.3736,3258,2016,1032.53,0.6
Lost,-106.2693,41.3736,3258,2017,1107.96,0.6
Lost,-106.2693,41.3736,3258,2018,975.45,0.4
Lost,-106.2693,41.3736,3258,2019,1096.94,0.3
Lost,-106.2693,41.3736,3258,2020,964.04,0.9
Lost,-106.2693,41.3736,3258,2021,1121.09,1.1

Scott,-106.2740,41.3723,3372,1895,1571.47,-2.0
Scott,-106.2740,41.3723,3372,1896,1148.83,-0.7
Scott,-106.2740,41.3723,3372,1897,1240.46,-1.2
Scott,-106.2740,41.3723,3372,1898,896.04,-1.7
Scott,-106.2740,41.3723,3372,1899,1186.97,-1.7
Scott,-106.2740,41.3723,3372,1900,990.93,-0.1
Scott,-106.2740,41.3723,3372,1901,912.63,-0.8
Scott,-106.2740,41.3723,3372,1902,641.21,-1.0
Scott,-106.2740,41.3723,3372,1903,909.22,-2.0
Scott,-106.2740,41.3723,3372,1904,996.28,-0.8
Scott,-106.2740,41.3723,3372,1905,1543.10,-2.0
Scott,-106.2740,41.3723,3372,1906,1156.57,-1.5
Scott,-106.2740,41.3723,3372,1907,1053.57,-0.9
Scott,-106.2740,41.3723,3372,1908,1154.06,-1.4
Scott,-106.2740,41.3723,3372,1909,1447.51,-1.6
Scott,-106.2740,41.3723,3372,1910,704.67,-0.1
Scott,-106.2740,41.3723,3372,1911,720.20,-1.3
Scott,-106.2740,41.3723,3372,1912,659.29,-2.2
Scott,-106.2740,41.3723,3372,1913,1033.19,-1.7
Scott,-106.2740,41.3723,3372,1914,941.09,-0.4
Scott,-106.2740,41.3723,3372,1915,1049.07,-1.1
Scott,-106.2740,41.3723,3372,1916,1453.74,-1.6
Scott,-106.2740,41.3723,3372,1917,1284.12,-1.9
Scott,-106.2740,41.3723,3372,1918,1391.35,-1.2
Scott,-106.2740,41.3723,3372,1919,789.16,-0.4
Scott,-106.2740,41.3723,3372,1920,998.95,-1.9
Scott,-106.2740,41.3723,3372,1921,1120.33,-0.2
Scott,-106.2740,41.3723,3372,1922,1358.69,-1.7
Scott,-106.2740,41.3723,3372,1923,1152.58,-1.9
Scott,-106.2740,41.3723,3372,1924,877.00,-1.9
Scott,-106.2740,41.3723,3372,1925,729.63,-0.8
Scott,-106.2740,41.3723,3372,1926,1113.00,-1.0
Scott,-106.2740,41.3723,3372,1927,1372.51,-1.3
Scott,-106.2740,41.3723,3372,1928,993.74,-1.5
Scott,-106.2740,41.3723,3372,1929,818.98,-2.2
Scott,-106.2740,41.3723,3372,1930,956.73,-1.5
Scott,-106.2740,41.3723,3372,1931,696.01,-1.1
Scott,-106.2740,41.3723,3372,1932,1016.57,-2.3
Scott,-106.2740,41.3723,3372,1933,918.98,-1.0
Scott,-106.2740,41.3723,3372,1934,667.19,0.3
Scott,-106.2740,41.3723,3372,1935,1032.18,-1.2
Scott,-106.2740,41.3723,3372,1936,1168.99,-1.2
Scott,-106.2740,41.3723,3372,1937,958.03,-2.0
Scott,-106.2740,41.3723,3372,1938,1308.07,-1.0
Scott,-106.2740,41.3723,3372,1939,925.09,-0.6
Scott,-106.2740,41.3723,3372,1940,976.70,-0.5
Scott,-106.2740,41.3723,3372,1941,1124.28,-1.6
Scott,-106.2740,41.3723,3372,1942,1425.81,-2.2
Scott,-106.2740,41.3723,3372,1943,886.59,-1.1
Scott,-106.2740,41.3723,3372,1944,1116.26,-1.9
Scott,-106.2740,41.3723,3372,1945,1192.93,-1.9
Scott,-106.2740,41.3723,3372,1946,920.75,-1.3
Scott,-106.2740,41.3723,3372,1947,1237.36,-1.9
Scott,-106.2740,41.3723,3372,1948,1374.22,-1.6
Scott,-106.2740,41.3723,3372,1949,1097.67,-1.0
Scott,-106.2740,41.3723,3372,1950,1245.20,-1.1
Scott,-106.2740,41.3723,3372,1951,1433.89,-1.9
Scott,-106.2740,41.3723,3372,1952,1112.03,-1.2
Scott,-106.2740,41.3723,3372,1953,1246.51,-0.8
Scott,-106.2740,41.3723,3372,1954,879.48,0.1
Scott,-106.2740,41.3723,3372,1955,1105.19,-1.5
Scott,-106.2740,41.3723,3372,1956,1354.32,-1.2
Scott,-106.2740,41.3723,3372,1957,1788.19,-1.7
Scott,-106.2740,41.3723,3372,1958,1219.38,-0.4
Scott,-106.2740,41.3723,3372,1959,1120.43,-1.2
Scott,-106.2740,41.3723,3372,1960,1177.21,-1.2
Scott,-106.2740,41.3723,3372,1961,1243.79,-1.6
Scott,-106.2740,41.3723,3372,1962,1154.05,-0.8
Scott,-106.2740,41.3723,3372,1963,874.85,-0.4
Scott,-106.2740,41.3723,3372,1964,1049.49,-2.1
Scott,-106.2740,41.3723,3372,1965,1251.38,-1.6
Scott,-106.2740,41.3723,3372,1966,674.77,-1.1
Scott,-106.2740,41.3723,3372,1967,1652.40,-1.3
Scott,-106.2740,41.3723,3372,1968,1229.12,-1.4
Scott,-106.2740,41.3723,3372,1969,1343.69,-1.1
Scott,-106.2740,41.3723,3372,1970,1740.21,-1.8
Scott,-106.2740,41.3723,3372,1971,1809.86,-1.9
Scott,-106.2740,41.3723,3372,1972,1095.95,-1.3
Scott,-106.2740,41.3723,3372,1973,1088.69,-1.8
Scott,-106.2740,41.3723,3372,1974,1144.35,-1.2
Scott,-106.2740,41.3723,3372,1975,1315.40,-1.6
Scott,-106.2740,41.3723,3372,1976,896.69,-0.8
Scott,-106.2740,41.3723,3372,1977,1151.72,-0.5
Scott,-106.2740,41.3723,3372,1978,1270.58,-1.0
Scott,-106.2740,41.3723,3372,1979,1064.30,-1.2
Scott,-106.2740,41.3723,3372,1980,1013.12,-0.4
Scott,-106.2740,41.3723,3372,1981,1214.52,0.2
Scott,-106.2740,41.3723,3372,1982,1333.32,-1.7
Scott,-106.2740,41.3723,3372,1983,1597.19,-1.3
Scott,-106.2740,41.3723,3372,1984,1199.10,-1.5
Scott,-106.2740,41.3723,3372,1985,1216.15,-1.4
Scott,-106.2740,41.3723,3372,1986,1196.66,-0.5
Scott,-106.2740,41.3723,3372,1987,870.92,-1.0
Scott,-106.2740,41.3723,3372,1988,1134.17,-2.1
Scott,-106.2740,41.3723,3372,1989,936.67,-3.2
Scott,-106.2740,41.3723,3372,1990,1069.56,-2.7
Scott,-106.2740,41.3723,3372,1991,1044.28,-2.1
Scott,-106.2740,41.3723,3372,1992,1024.14,-1.4
Scott,-106.2740,41.3723,3372,1993,1260.16,-2.6
Scott,-106.2740,41.3723,3372,1994,890.14,-1.2
Scott,-106.2740,41.3723,3372,1995,1541.51,-1.9
Scott,-106.2740,41.3723,3372,1996,1425.65,-2.0
Scott,-106.2740,41.3723,3372,1997,1219.81,-2.1
Scott,-106.2740,41.3723,3372,1998,1239.57,-1.5
Scott,-106.2740,41.3723,3372,1999,1180.65,-1.4
Scott,-106.2740,41.3723,3372,2000,1087.93,-1.0
Scott,-106.2740,41.3723,3372,2001,893.21,-0.7
Scott,-106.2740,41.3723,3372,2002,840.80,-1.5
Scott,-106.2740,41.3723,3372,2003,1202.90,-0.9
Scott,-106.2740,41.3723,3372,2004,1018.19,-1.2
Scott,-106.2740,41.3723,3372,2005,1183.69,-0.8
Scott,-106.2740,41.3723,3372,2006,1101.36,-0.8
Scott,-106.2740,41.3723,3372,2007,1065.28,-0.1
Scott,-106.2740,41.3723,3372,2008,1159.26,-1.7
Scott,-106.2740,41.3723,3372,2009,1341.66,-1.3
Scott,-106.2740,41.3723,3372,2010,1428.72,-0.8
Scott,-106.2740,41.3723,3372,2011,1528.65,-1.3
Scott,-106.2740,41.3723,3372,2012,898.61,0.7
Scott,-106.2740,41.3723,3372,2013,1201.75,-0.6
Scott,-106.2740,41.3723,3372,2014,1474.59,-0.4
Scott,-106.2740,41.3723,3372,2015,1056.02,0.7
Scott,-106.2740,41.3723,3372,2016,1195.96,0.1
Scott,-106.2740,41.3723,3372,2017,1273.58,0.1
Scott,-106.2740,41.3723,3372,2018,1106.00,-0.1
Scott,-106.2740,41.3723,3372,2019,1228.96,-0.6
Scott,-106.2740,41.3723,3372,2020,1092.11,-0.1
Scott,-106.2740,41.3723,3372,2021,1288.68,0.4

Black Rock,-108.9974,42.6417,3502,1895,1524.47,-3.5
Black Rock,-108.9974,42.6417,3502,1896,925.06,-2.5
Black Rock,-108.9974,42.6417,3502,1897,910.69,-2.6
Black Rock,-108.9974,42.6417,3502,1898,867.97,-3.5
Black Rock,-108.9974,42.6417,3502,1899,896.85,-3.0
Black Rock,-108.9974,42.6417,3502,1900,812.27,-1.8
Black Rock,-108.9974,42.6417,3502,1901,924.39,-1.9
Black Rock,-108.9974,42.6417,3502,1902,754.71,-3.0
Black Rock,-108.9974,42.6417,3502,1903,1011.78,-3.5
Black Rock,-108.9974,42.6417,3502,1904,936.47,-2.4
Black Rock,-108.9974,42.6417,3502,1905,852.43,-3.1
Black Rock,-108.9974,42.6417,3502,1906,1014.84,-3.1
Black Rock,-108.9974,42.6417,3502,1907,1282.52,-3.7
Black Rock,-108.9974,42.6417,3502,1908,1115.65,-2.9
Black Rock,-108.9974,42.6417,3502,1909,1511.78,-3.1
Black Rock,-108.9974,42.6417,3502,1910,890.72,-2.0
Black Rock,-108.9974,42.6417,3502,1911,1209.36,-3.6
Black Rock,-108.9974,42.6417,3502,1912,1165.34,-4.3
Black Rock,-108.9974,42.6417,3502,1913,1059.65,-3.5
Black Rock,-108.9974,42.6417,3502,1914,982.10,-2.5
Black Rock,-108.9974,42.6417,3502,1915,937.47,-2.8
Black Rock,-108.9974,42.6417,3502,1916,1306.95,-3.8
Black Rock,-108.9974,42.6417,3502,1917,1017.83,-3.6
Black Rock,-108.9974,42.6417,3502,1918,944.45,-2.6
Black Rock,-108.9974,42.6417,3502,1919,804.69,-2.8
Black Rock,-108.9974,42.6417,3502,1920,1046.58,-3.5
Black Rock,-108.9974,42.6417,3502,1921,1169.59,-1.8
Black Rock,-108.9974,42.6417,3502,1922,1042.53,-3.7
Black Rock,-108.9974,42.6417,3502,1923,1274.35,-3.1
Black Rock,-108.9974,42.6417,3502,1924,780.23,-3.6
Black Rock,-108.9974,42.6417,3502,1925,1169.86,-2.0
Black Rock,-108.9974,42.6417,3502,1926,977.05,-1.7
Black Rock,-108.9974,42.6417,3502,1927,1284.14,-2.5
Black Rock,-108.9974,42.6417,3502,1928,773.02,-2.9
Black Rock,-108.9974,42.6417,3502,1929,943.71,-3.4
Black Rock,-108.9974,42.6417,3502,1930,918.86,-2.6
Black Rock,-108.9974,42.6417,3502,1931,684.50,-2.1
Black Rock,-108.9974,42.6417,3502,1932,1093.23,-3.7
Black Rock,-108.9974,42.6417,3502,1933,764.88,-2.3
Black Rock,-108.9974,42.6417,3502,1934,900.63,-0.4
Black Rock,-108.9974,42.6417,3502,1935,864.82,-2.5
Black Rock,-108.9974,42.6417,3502,1936,1169.45,-2.4
Black Rock,-108.9974,42.6417,3502,1937,1228.50,-3.2
Black Rock,-108.9974,42.6417,3502,1938,1266.81,-2.5
Black Rock,-108.9974,42.6417,3502,1939,781.44,-1.9
Black Rock,-108.9974,42.6417,3502,1940,1274.58,-1.8
Black Rock,-108.9974,42.6417,3502,1941,1189.26,-2.5
Black Rock,-108.9974,42.6417,3502,1942,1172.21,-3.3
Black Rock,-108.9974,42.6417,3502,1943,1053.53,-2.1
Black Rock,-108.9974,42.6417,3502,1944,978.70,-2.9
Black Rock,-108.9974,42.6417,3502,1945,1363.10,-3.3
Black Rock,-108.9974,42.6417,3502,1946,1043.67,-2.7
Black Rock,-108.9974,42.6417,3502,1947,957.68,-2.9
Black Rock,-108.9974,42.6417,3502,1948,1201.18,-2.8
Black Rock,-108.9974,42.6417,3502,1949,1370.09,-2.1
Black Rock,-108.9974,42.6417,3502,1950,1581.93,-2.4
Black Rock,-108.9974,42.6417,3502,1951,1717.88,-3.1
Black Rock,-108.9974,42.6417,3502,1952,1470.19,-1.5
Black Rock,-108.9974,42.6417,3502,1953,1460.75,-1.5
Black Rock,-108.9974,42.6417,3502,1954,1098.59,-0.5
Black Rock,-108.9974,42.6417,3502,1955,1500.55,-2.4
Black Rock,-108.9974,42.6417,3502,1956,921.06,-1.6
Black Rock,-108.9974,42.6417,3502,1957,1675.57,-2.5
Black Rock,-108.9974,42.6417,3502,1958,1151.63,-1.1
Black Rock,-108.9974,42.6417,3502,1959,973.87,-2.1
Black Rock,-108.9974,42.6417,3502,1960,955.59,-2.0
Black Rock,-108.9974,42.6417,3502,1961,1229.81,-2.3
Black Rock,-108.9974,42.6417,3502,1962,998.91,-1.6
Black Rock,-108.9974,42.6417,3502,1963,1353.99,-1.5
Black Rock,-108.9974,42.6417,3502,1964,1748.82,-3.1
Black Rock,-108.9974,42.6417,3502,1965,1357.10,-2.8
Black Rock,-108.9974,42.6417,3502,1966,987.94,-1.9
Black Rock,-108.9974,42.6417,3502,1967,1687.43,-2.5
Black Rock,-108.9974,42.6417,3502,1968,1259.22,-2.5
Black Rock,-108.9974,42.6417,3502,1969,1299.90,-2.1
Black Rock,-108.9974,42.6417,3502,1970,1511.69,-3.1
Black Rock,-108.9974,42.6417,3502,1971,1563.55,-3.3
Black Rock,-108.9974,42.6417,3502,1972,1576.26,-2.9
Black Rock,-108.9974,42.6417,3502,1973,1391.48,-2.7
Black Rock,-108.9974,42.6417,3502,1974,1067.52,-2.1
Black Rock,-108.9974,42.6417,3502,1975,1446.04,-3.3
Black Rock,-108.9974,42.6417,3502,1976,1028.93,-2.0
Black Rock,-108.9974,42.6417,3502,1977,1239.92,-2.1
Black Rock,-108.9974,42.6417,3502,1978,1328.13,-2.4
Black Rock,-108.9974,42.6417,3502,1979,1014.29,-2.3
Black Rock,-108.9974,42.6417,3502,1980,1384.88,-1.6
Black Rock,-108.9974,42.6417,3502,1981,1218.08,-1.2
Black Rock,-108.9974,42.6417,3502,1982,1464.93,-3.4
Black Rock,-108.9974,42.6417,3502,1983,1444.34,-2.8
Black Rock,-108.9974,42.6417,3502,1984,1239.52,-3.1
Black Rock,-108.9974,42.6417,3502,1985,1145.81,-3.0
Black Rock,-108.9974,42.6417,3502,1986,1499.68,-1.6
Black Rock,-108.9974,42.6417,3502,1987,1038.77,-1.7
Black Rock,-108.9974,42.6417,3502,1988,791.94,-1.6
Black Rock,-108.9974,42.6417,3502,1989,1256.11,-2.4
Black Rock,-108.9974,42.6417,3502,1990,1227.32,-3.1
Black Rock,-108.9974,42.6417,3502,1991,1204.25,-2.8
Black Rock,-108.9974,42.6417,3502,1992,1019.00,-2.3
Black Rock,-108.9974,42.6417,3502,1993,1102.78,-3.8
Black Rock,-108.9974,42.6417,3502,1994,1194.39,-2.2
Black Rock,-108.9974,42.6417,3502,1995,1459.02,-3.0
Black Rock,-108.9974,42.6417,3502,1996,1339.34,-3.0
Black Rock,-108.9974,42.6417,3502,1997,1116.32,-2.8
Black Rock,-108.9974,42.6417,3502,1998,1441.91,-2.5
Black Rock,-108.9974,42.6417,3502,1999,1440.93,-1.9
Black Rock,-108.9974,42.6417,3502,2000,1210.63,-1.8
Black Rock,-108.9974,42.6417,3502,2001,821.90,-1.3
Black Rock,-108.9974,42.6417,3502,2002,799.35,-2.5
Black Rock,-108.9974,42.6417,3502,2003,1163.41,-1.5
Black Rock,-108.9974,42.6417,3502,2004,1583.06,-2.0
Black Rock,-108.9974,42.6417,3502,2005,1216.16,-1.5
Black Rock,-108.9974,42.6417,3502,2006,1037.04,-1.4
Black Rock,-108.9974,42.6417,3502,2007,1228.87,-0.9
Black Rock,-108.9974,42.6417,3502,2008,1287.36,-2.5
Black Rock,-108.9974,42.6417,3502,2009,1147.70,-2.2
Black Rock,-108.9974,42.6417,3502,2010,1483.16,-1.9
Black Rock,-108.9974,42.6417,3502,2011,1145.81,-2.4
Black Rock,-108.9974,42.6417,3502,2012,929.30,-0.7
Black Rock,-108.9974,42.6417,3502,2013,804.70,-1.8
Black Rock,-108.9974,42.6417,3502,2014,1203.11,-1.7
Black Rock,-108.9974,42.6417,3502,2015,877.54,-0.6
Black Rock,-108.9974,42.6417,3502,2016,1351.18,-0.9
Black Rock,-108.9974,42.6417,3502,2017,1531.31,-1.1
Black Rock,-108.9974,42.6417,3502,2018,721.02,-1.5
Black Rock,-108.9974,42.6417,3502,2019,988.84,-2.2
Black Rock,-108.9974,42.6417,3502,2020,860.65,-1.6
Black Rock,-108.9974,42.6417,3502,2021,987.51,-1.3

Canyon,-109.0029,42.6345,3502,1895,1524.47,-3.5
Canyon,-109.0029,42.6345,3502,1896,925.06,-2.5
Canyon,-109.0029,42.6345,3502,1897,910.69,-2.6
Canyon,-109.0029,42.6345,3502,1898,867.97,-3.5
Canyon,-109.0029,42.6345,3502,1899,896.85,-3.0
Canyon,-109.0029,42.6345,3502,1900,812.27,-1.8
Canyon,-109.0029,42.6345,3502,1901,924.39,-1.9
Canyon,-109.0029,42.6345,3502,1902,754.71,-3.0
Canyon,-109.0029,42.6345,3502,1903,1011.78,-3.5
Canyon,-109.0029,42.6345,3502,1904,936.47,-2.4
Canyon,-109.0029,42.6345,3502,1905,852.43,-3.1
Canyon,-109.0029,42.6345,3502,1906,1014.84,-3.1
Canyon,-109.0029,42.6345,3502,1907,1282.52,-3.7
Canyon,-109.0029,42.6345,3502,1908,1115.65,-2.9
Canyon,-109.0029,42.6345,3502,1909,1511.78,-3.1
Canyon,-109.0029,42.6345,3502,1910,890.72,-2.0
Canyon,-109.0029,42.6345,3502,1911,1209.36,-3.6
Canyon,-109.0029,42.6345,3502,1912,1165.34,-4.3
Canyon,-109.0029,42.6345,3502,1913,1059.65,-3.5
Canyon,-109.0029,42.6345,3502,1914,982.10,-2.5
Canyon,-109.0029,42.6345,3502,1915,937.47,-2.8
Canyon,-109.0029,42.6345,3502,1916,1306.95,-3.8
Canyon,-109.0029,42.6345,3502,1917,1017.83,-3.6
Canyon,-109.0029,42.6345,3502,1918,944.45,-2.6
Canyon,-109.0029,42.6345,3502,1919,804.69,-2.8
Canyon,-109.0029,42.6345,3502,1920,1046.58,-3.5
Canyon,-109.0029,42.6345,3502,1921,1169.59,-1.8
Canyon,-109.0029,42.6345,3502,1922,1042.53,-3.7
Canyon,-109.0029,42.6345,3502,1923,1274.35,-3.1
Canyon,-109.0029,42.6345,3502,1924,780.23,-3.6
Canyon,-109.0029,42.6345,3502,1925,1169.86,-2.0
Canyon,-109.0029,42.6345,3502,1926,977.05,-1.7
Canyon,-109.0029,42.6345,3502,1927,1284.14,-2.5
Canyon,-109.0029,42.6345,3502,1928,773.02,-2.9
Canyon,-109.0029,42.6345,3502,1929,943.71,-3.4
Canyon,-109.0029,42.6345,3502,1930,918.86,-2.6
Canyon,-109.0029,42.6345,3502,1931,684.50,-2.1
Canyon,-109.0029,42.6345,3502,1932,1093.23,-3.7
Canyon,-109.0029,42.6345,3502,1933,764.88,-2.3
Canyon,-109.0029,42.6345,3502,1934,900.63,-0.4
Canyon,-109.0029,42.6345,3502,1935,864.82,-2.5
Canyon,-109.0029,42.6345,3502,1936,1169.45,-2.4
Canyon,-109.0029,42.6345,3502,1937,1228.50,-3.2
Canyon,-109.0029,42.6345,3502,1938,1266.81,-2.5
Canyon,-109.0029,42.6345,3502,1939,781.44,-1.9
Canyon,-109.0029,42.6345,3502,1940,1274.58,-1.8
Canyon,-109.0029,42.6345,3502,1941,1189.26,-2.5
Canyon,-109.0029,42.6345,3502,1942,1172.21,-3.3
Canyon,-109.0029,42.6345,3502,1943,1053.53,-2.1
Canyon,-109.0029,42.6345,3502,1944,978.70,-2.9
Canyon,-109.0029,42.6345,3502,1945,1363.10,-3.3
Canyon,-109.0029,42.6345,3502,1946,1043.67,-2.7
Canyon,-109.0029,42.6345,3502,1947,957.68,-2.9
Canyon,-109.0029,42.6345,3502,1948,1201.18,-2.8
